"id","e","n"
"117709","1202937.25","7173740.26"
"117710","1202937.25","7173774.94"
"117711","1202937.25","7173809.63"
"117712","1202937.25","7173844.31"
"117713","1202937.25","7173871.41"
"117714","1202966.95","7173921.423"
"117715","1202966.95","7173948.511"
"117716","1202966.95","7173983.198"
"117717","1202966.95","7174017.875"
"117718","1202966.95","7174052.553"
"117719","1202966.95","7174086.1"
"117720","1202966.95","7174119.657"
"117721","1202966.95","7174154.335"
"117722","1202966.95","7174189.012"
"117723","1202966.95","7174223.699"
"117724","1202966.95","7174250.787"
"117725","1202966.95","7173542.01"
"117727","1202966.95","7173603.79"
"117728","1202966.95","7173638.47"
"117704","1202937.25","7173569.11"
"117682","1202907.55","7173569.11"
"117730","1202966.95","7173706.71"
"117731","1202966.95","7173740.26"
"117732","1202966.95","7173774.94"
"117733","1202966.95","7173809.63"
"117734","1202966.95","7173844.31"
"117735","1202966.95","7173871.41"
"117736","1202996.65","7173921.423"
"117737","1202996.65","7173948.511"
"117738","1202996.65","7173983.198"
"117739","1202996.65","7174017.875"
"117740","1202996.65","7174052.553"
"117741","1202996.65","7174086.1"
"117742","1202996.65","7174119.657"
"117743","1202996.65","7174154.335"
"117744","1202996.65","7174189.012"
"117745","1202996.65","7174223.699"
"117746","1202996.65","7174250.787"
"117747","1202996.65","7173542.01"
"117749","1202996.65","7173603.79"
"117750","1202996.65","7173638.47"
"117751","1202996.65","7173673.16"
"117752","1202996.65","7173706.71"
"117753","1202996.65","7173740.26"
"117754","1202996.65","7173774.94"
"117755","1202996.65","7173809.63"
"117756","1202996.65","7173844.31"
"117757","1202996.65","7173871.41"
"117758","1203026.35","7173921.424"
"117759","1203026.35","7173948.512"
"117760","1203026.35","7173983.199"
"117761","1203026.35","7174017.876"
"117762","1203026.35","7174052.553"
"117763","1203026.35","7174086.1"
"117764","1203026.35","7174119.657"
"117765","1203026.35","7174154.334"
"117766","1203026.35","7174189.011"
"117767","1203026.35","7174223.698"
"117768","1203026.35","7174250.786"
"117769","1203026.35","7173542.01"
"117771","1203026.35","7173603.79"
"117772","1203026.35","7173638.47"
"117773","1203026.35","7173673.16"
"117774","1203026.35","7173706.71"
"117775","1203026.35","7173740.26"
"117776","1203026.35","7173774.94"
"117777","1203026.35","7173809.63"
"117778","1203026.35","7173844.31"
"117779","1203026.35","7173871.41"
"117780","1203056.05","7173921.426"
"117781","1203056.05","7173948.513"
"117782","1203056.05","7173983.2"
"117783","1203056.05","7174017.877"
"117784","1203056.05","7174052.553"
"117785","1203056.05","7174086.1"
"117786","1203056.05","7174119.657"
"117787","1203056.05","7174154.333"
"117788","1203056.05","7174189.01"
"117789","1203056.05","7174223.697"
"117790","1203056.05","7174250.784"
"117791","1203056.05","7173542.01"
"117793","1203056.05","7173603.79"
"117770","1203026.35","7173569.11"
"117748","1202996.65","7173569.11"
"117795","1203056.05","7173673.16"
"117796","1203056.05","7173706.71"
"117797","1203056.05","7173740.26"
"117798","1203056.05","7173774.94"
"117799","1203056.05","7173809.63"
"117800","1203056.05","7173844.31"
"117801","1203056.05","7173871.41"
"117802","1203085.75","7173921.427"
"117803","1203085.75","7173948.514"
"117804","1203085.75","7173983.201"
"117805","1203085.75","7174017.877"
"117806","1203085.75","7174052.554"
"117807","1203085.75","7174086.1"
"117808","1203085.75","7174119.656"
"117809","1203085.75","7174154.333"
"117810","1203085.75","7174189.009"
"117811","1203085.75","7174223.696"
"117812","1203085.75","7174250.783"
"117813","1203085.75","7173542.01"
"117815","1203085.75","7173603.79"
"117816","1203085.75","7173638.47"
"117817","1203085.75","7173673.16"
"117818","1203085.75","7173706.71"
"117819","1203085.75","7173740.26"
"117820","1203085.75","7173774.94"
"117821","1203085.75","7173809.63"
"117822","1203085.75","7173844.31"
"117823","1203085.75","7173871.41"
"117824","1203115.45","7173921.426"
"117825","1203115.45","7173948.513"
"117826","1203115.45","7173983.2"
"117827","1203115.45","7174017.876"
"117828","1203115.45","7174052.553"
"117829","1203115.45","7174086.1"
"117830","1203115.45","7174119.657"
"117831","1203115.45","7174154.334"
"117832","1203115.45","7174189.01"
"117833","1203115.45","7174223.697"
"117834","1203115.45","7174250.784"
"117835","1203115.45","7173542.01"
"117837","1203115.45","7173603.79"
"117838","1203115.45","7173638.47"
"117839","1203115.45","7173673.16"
"117840","1203115.45","7173706.71"
"117841","1203115.45","7173740.26"
"117842","1203115.45","7173774.94"
"117843","1203115.45","7173809.63"
"117844","1203115.45","7173844.31"
"117845","1203115.45","7173871.41"
"117846","1203145.15","7173921.424"
"117847","1203145.15","7173948.511"
"117848","1203145.15","7173983.199"
"117849","1203145.15","7174017.876"
"117850","1203145.15","7174052.553"
"117851","1203145.15","7174086.1"
"117852","1203145.15","7174119.657"
"117853","1203145.15","7174154.334"
"117854","1203145.15","7174189.011"
"117855","1203145.15","7174223.699"
"117856","1203145.15","7174250.786"
"117857","1203145.15","7173542.01"
"117836","1203115.45","7173569.11"
"117814","1203085.75","7173569.11"
"117860","1203145.15","7173638.47"
"117861","1203145.15","7173673.16"
"117862","1203145.15","7173706.71"
"117863","1203145.15","7173740.26"
"117864","1203145.15","7173774.94"
"117865","1203145.15","7173809.63"
"117866","1203145.15","7173844.31"
"117867","1203145.15","7173871.41"
"117868","1203174.85","7173921.428"
"117869","1203174.85","7173948.515"
"117870","1203174.85","7173983.202"
"117871","1203174.85","7174017.878"
"117872","1203174.85","7174052.554"
"117873","1203174.85","7174086.1"
"117874","1203174.85","7174119.656"
"117875","1203174.85","7174154.332"
"117876","1203174.85","7174189.008"
"117877","1203174.85","7174223.695"
"117878","1203174.85","7174250.782"
"117879","1203174.85","7173542.01"
"117881","1203174.85","7173603.79"
"117882","1203174.85","7173638.47"
"117883","1203174.85","7173673.16"
"117884","1203174.85","7173706.71"
"117885","1203174.85","7173740.26"
"117886","1203174.85","7173774.94"
"117887","1203174.85","7173809.63"
"117888","1203174.85","7173844.31"
"117889","1203174.85","7173871.41"
"117890","1203204.55","7173921.431"
"117891","1203204.55","7173948.518"
"117892","1203204.55","7173983.203"
"117893","1203204.55","7174017.879"
"117894","1203204.55","7174052.554"
"117895","1203204.55","7174086.1"
"117896","1203204.55","7174119.656"
"117897","1203204.55","7174154.331"
"117898","1203204.55","7174189.007"
"117899","1203204.55","7174223.692"
"117900","1203204.55","7174250.779"
"117901","1203204.55","7173542.01"
"117903","1203204.55","7173603.79"
"117904","1203204.55","7173638.47"
"117905","1203204.55","7173673.16"
"117906","1203204.55","7173706.71"
"117907","1203204.55","7173740.26"
"117908","1203204.55","7173774.94"
"117909","1203204.55","7173809.63"
"117910","1203204.55","7173844.31"
"117911","1203204.55","7173871.41"
"117912","1203234.25","7173921.44"
"117913","1203234.25","7173948.525"
"117914","1203234.25","7173983.209"
"117915","1203234.25","7174017.882"
"117916","1203234.25","7174052.556"
"117917","1203234.25","7174086.1"
"117918","1203234.25","7174119.654"
"117919","1203234.25","7174154.328"
"117920","1203234.25","7174189.001"
"117921","1203234.25","7174223.685"
"117922","1203234.25","7174250.77"
"117923","1203234.25","7173542.01"
"117880","1203174.85","7173569.11"
"117926","1203234.25","7173638.47"
"117927","1203234.25","7173673.16"
"117928","1203234.25","7173706.71"
"117929","1203234.25","7173740.26"
"117930","1203234.25","7173774.94"
"117931","1203234.25","7173809.63"
"117932","1203234.25","7173844.31"
"117933","1203234.25","7173871.41"
"117934","1203263.95","7173921.457"
"117935","1203263.95","7173948.539"
"117936","1203263.95","7173983.219"
"117937","1203263.95","7174017.889"
"117938","1203263.95","7174052.56"
"117939","1203263.95","7174086.1"
"117940","1203263.95","7174119.65"
"117941","1203263.95","7174154.321"
"117942","1203263.95","7174188.991"
"117943","1203263.95","7174223.671"
"117944","1203263.95","7174250.753"
"117945","1203263.95","7173542.01"
"117947","1203263.95","7173603.79"
"117948","1203263.95","7173638.47"
"117949","1203263.95","7173673.16"
"117950","1203263.95","7173706.71"
"117951","1203263.95","7173740.26"
"117952","1203263.95","7173774.94"
"117953","1203263.95","7173809.63"
"117954","1203263.95","7173844.31"
"117955","1203263.95","7173871.41"
"117956","1203293.65","7173921.461"
"117957","1203293.65","7173948.543"
"117958","1203293.65","7173983.222"
"117959","1203293.65","7174017.891"
"117960","1203293.65","7174052.56"
"117961","1203293.65","7174086.1"
"117962","1203293.65","7174119.65"
"117963","1203293.65","7174154.319"
"117964","1203293.65","7174188.988"
"117965","1203293.65","7174223.667"
"117966","1203293.65","7174250.749"
"117967","1203293.65","7173542.01"
"117969","1203293.65","7173603.79"
"117970","1203293.65","7173638.47"
"117971","1203293.65","7173673.16"
"117972","1203293.65","7173706.71"
"117973","1203293.65","7173740.26"
"117974","1203293.65","7173774.94"
"117975","1203293.65","7173809.63"
"117976","1203293.65","7173844.31"
"117977","1203293.65","7173871.41"
"117978","1203323.35","7173921.464"
"117979","1203323.35","7173948.545"
"117980","1203323.35","7173983.224"
"117981","1203323.35","7174017.892"
"117982","1203323.35","7174052.561"
"117983","1203323.35","7174086.1"
"117984","1203323.35","7174119.649"
"117985","1203323.35","7174154.318"
"117986","1203323.35","7174188.986"
"117987","1203323.35","7174223.665"
"117988","1203323.35","7174250.746"
"117946","1203263.95","7173569.11"
"117924","1203234.25","7173569.11"
"117991","1203323.35","7173603.79"
"117992","1203323.35","7173638.47"
"117993","1203323.35","7173673.16"
"117994","1203323.35","7173706.71"
"117995","1203323.35","7173740.26"
"117996","1203323.35","7173774.94"
"117997","1203323.35","7173809.63"
"117998","1203323.35","7173844.31"
"117999","1203323.35","7173871.41"
"118000","1203353.05","7173921.454"
"118001","1203353.05","7173948.537"
"118002","1203353.05","7173983.217"
"118003","1203353.05","7174017.888"
"118004","1203353.05","7174052.559"
"118005","1203353.05","7174086.1"
"118006","1203353.05","7174119.651"
"118007","1203353.05","7174154.322"
"118008","1203353.05","7174188.993"
"118009","1203353.05","7174223.673"
"118010","1203353.05","7174250.756"
"118011","1203353.05","7173542.01"
"118012","1203353.05","7173569.11"
"118013","1203353.05","7173603.79"
"118014","1203353.05","7173638.47"
"118015","1203353.05","7173673.16"
"118016","1203353.05","7173706.71"
"118017","1203353.05","7173740.26"
"118018","1203353.05","7173774.94"
"118019","1203353.05","7173809.63"
"118020","1203353.05","7173844.31"
"118021","1203353.05","7173871.41"
"118022","1203382.75","7173921.449"
"118023","1203382.75","7173948.532"
"118024","1203382.75","7173983.214"
"118025","1203382.75","7174017.886"
"118026","1203382.75","7174052.558"
"118028","1203382.75","7174119.652"
"118029","1203382.75","7174154.324"
"118030","1203382.75","7174188.996"
"118031","1203382.75","7174223.678"
"118032","1203382.75","7174250.761"
"118033","1203382.75","7173542.01"
"118034","1203382.75","7173569.11"
"118035","1203382.75","7173603.79"
"118036","1203382.75","7173638.47"
"118037","1203382.75","7173673.16"
"118039","1203382.75","7173740.26"
"118040","1203382.75","7173774.94"
"118041","1203382.75","7173809.63"
"118042","1203382.75","7173844.31"
"118043","1203382.75","7173871.41"
"117084","1202105.65","7174189.02"
"117990","1203323.35","7173569.11"
"117968","1203293.65","7173569.11"
"117902","1203204.55","7173569.11"
"117792","1203056.05","7173569.11"
"117462","1202610.55","7173569.121"
"117396","1202521.45","7173569.126"
"117330","1202432.35","7173569.129"
"117286","1202372.95","7173569.12"
"117242","1202313.55","7173569.11"
"117528","1202699.65","7173569.126"
"117264","1202343.25","7173569.11"
"116888","1201838.35","7174250.8"
"116892","1201838.35","7173638.47"
"117066","1202075.95","7173569.117"
"117000","1201986.85","7173569.11"
"117858","1203145.15","7173569.11"
"117726","1202966.95","7173569.11"
"117660","1202877.85","7173569.11"
"117594","1202788.75","7173569.122"
"117198","1202254.15","7173569.11"
